X,Y,osm_id,utility,nature,operator,material,height,reference,line_attachment,line_management,transition,com_insee,com_nom
0.3926036,47.440390100067,node/8742931017,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3923361,47.4411326000668,node/8742924018,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3887379,47.440134400067,node/8742899617,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3901942,47.440233900067,node/8742924017,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3872466,47.440040600067,node/8742901917,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3891178,47.4540076000639,node/8733967817,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.389969,47.4532711000641,node/8733967017,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3907168,47.4526548000642,node/8728387718,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3875243,47.4553432000636,node/8733973617,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3884507,47.4568289000633,node/8734253417,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3880268,47.4565050000634,node/8734260617,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3868409,47.4559267000635,node/8733977917,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3868154,47.4564770000634,node/8728422617,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3874243,47.4564908000634,node/8734263017,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3861967,47.4564587000634,node/8733515217,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3846369,47.4560375000635,node/8733990917,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3846324,47.4560359000635,node/8733582463,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3859058,47.4561933000634,node/8734275117,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3854088,47.4555065000636,node/8734275118,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3818468,47.4552730000636,node/8733394617,power,pole,Enedis,concrete,,,(suspension)|(anchor),branch,,37081,Cléré-les-Pins
0.3818148,47.4561156000635,node/8733392017,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3832807,47.4556562000635,node/8733995817,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.381813,47.4568043000633,node/8728413219,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3777111,47.4544650000638,node/8739802527,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3784675,47.4543592000638,node/8739802530,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.3804271,47.4548779000637,node/8733448517,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3771936,47.4538485000639,node/8739802528,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3797022,47.4511695000645,node/8758443517,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3795016,47.4516794000644,node/8758441317,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3847745,47.4469292000655,node/8734089718,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3842066,47.4468993000655,node/8734089719,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3855451,47.4469357000655,node/8734092717,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.3824237,47.4469363000655,node/8735552417,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3836786,47.4468809000655,node/8734077917,power,pole,Enedis,concrete,,,anchor,branch,,37081,Cléré-les-Pins
0.3831894,47.4468776000655,node/8734100917,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3838328,47.4474131000654,node/8735855417,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.3810091,47.4474826000654,node/8739865967,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3798348,47.4472501000654,node/8735556417,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3802728,47.4471599000655,node/8735556017,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.380144,47.4470527000655,node/8745625818,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.381166,47.4470172000655,node/8734039318,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.3816215,47.4469907000655,node/8734054717,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.379259,47.4474637000654,node/8735556418,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3787346,47.4476422000653,node/8735562817,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.3808213,47.4479107000653,node/8739856705,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.3806859,47.4487590000651,node/8739919407,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.3804421,47.449361500065,node/8739913190,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3802081,47.4499240000648,node/8739923653,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3811682,47.4497881000649,node/8739891629,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3806763,47.4500507000648,node/8739868516,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3800547,47.4503277000648,node/8733336418,power,pole,Enedis,concrete,,,anchor,,yes,37081,Cléré-les-Pins
0.3798823,47.4507536000646,node/8739945222,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3735267,47.4495609000649,node/8734472018,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3740466,47.4501558000648,node/8734511417,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3725217,47.449351000065,node/8736534117,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.3729829,47.448987500065,node/8731215918,power,pole,Enedis,concrete,,,pin,,,37081,Cléré-les-Pins
0.3736028,47.444741300066,node/8742530417,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3730643,47.4451173000659,node/8742550817,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3727078,47.4456092000658,node/8742548517,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.37141,47.4472406000654,node/8733214819,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3718318,47.4477705000653,node/8733280263,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3712146,47.4478413000653,node/8742575117,power,pole,Enedis,wood,,,suspension,,,37081,Cléré-les-Pins
0.3711564,47.4474179000654,node/8742560518,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3709365,47.4467031000656,node/8733240917,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3717846,47.4463322000656,node/8742575118,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3718699,47.4466747000656,node/8731651117,power,pole,Enedis,concrete,,,,,,37081,Cléré-les-Pins
0.3716979,47.4470715000655,node/8733214818,power,pole,Enedis,concrete,,,anchor,cross,,37081,Cléré-les-Pins
0.3721701,47.4468856000655,node/8742567917,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3719572,47.4465668000656,node/8731262317,power,pole,Enedis,concrete,,,anchor,branch,,37081,Cléré-les-Pins
0.3723189,47.4460797000657,node/8742554717,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3715872,47.4460271000657,node/8742567920,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3712299,47.4452532000659,node/8745634217,power,pole,Enedis,wood,,,anchor,,,37081,Cléré-les-Pins
0.3713142,47.4457038000658,node/8742591018,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3682748,47.4467158000655,node/8740097436,power,pole,Enedis,concrete,,,suspension,,,37081,Cléré-les-Pins
0.3700259,47.4485086000651,node/8736548018,power,pole,Enedis,wood,,,suspension,,,37081,Cléré-les-Pins
0.3692979,47.4484594000652,node/8736548019,power,pole,Enedis,concrete,,,anchor,,,37081,Cléré-les-Pins
0.3706993,47.4485464000651,node/8736548017,power,pole,Enedis,wood,,,suspension,,,37081,Cléré-les-Pins
0.371289,47.4482003000652,node/8742576917,power,pole,Enedis,wood,,,suspension,,,37081,Cléré-les-Pins
